Grupa maladiilor pentru compensare,Cod DCI,Denumirea Comuna Internationala (DCI),Doza în SI MC,Cod DC,Denumirea comercială (DC),Doza,Forma farmaceutică,Divizarea,Ţara,Firma producătoare,Număr de înregistrare,Data înregistrării,Cod ATC,Cod medicament (Catalogul național de prețuri),is_child_rate,coverage_type,Cod DCI_sec,Cod DC_sec
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,15,0722007,Faroxaban,15 mg,comprimate filmate,N7x4,India,"Omnicals Pharma Private Limited, India(PROD: Vivimed Labs Limited, India; )",28701,28.11.2022,B01AF01,9221102370,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,15,0722011,POLVAROX,15 mg,comprimate filmate,N28,Polonia,"Pharmaceutical Works Polpharma S.A., Polonia(PROD: Pharmaceutical Works Polpharma S.A., Polonia; )",29104,26.05.2023,B01AF01,9241203596,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,15,0722012,Enkia,15 mg,comprimate filmate,N7x4,Cipru,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",30348,31.07.2024,B01AF01,9240803332,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723001,Xarelto®,20 mg,comp. film.,N14x2,Germania,"Bayer AG, Germania(PROD: Bayer AG, Germania; ,Bayer Bitterfeld GmbH, Germania; ,Bayer HealthCare Manufacturing S.R.L., Italia; )",27820,06.05.2022,B01AF01,1809090140,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723002,Rivarox,20 mg,comp. film.,N 14x2,Georgia,"GM Pharmaceuticals Ltd., Georgia(PROD: Combino Pharm (Malta) Ltd., Malta; )",27541,28.02.2022,B01AF01,9220301590,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723003,Rivaroxaban-BP,20 mg,comp. film.,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",27577,28.02.2022,B01AF01,9220301573,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723004,Rovaltro 20 mg,20 mg,comp. film.,N10x3,Siria,"Hama Pharma, Siria(PROD: Hama Pharma, Siria; )",26706,05.02.2021,B01AF01,9210200890,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723005,Voxaban,20 mg,comp. film.,N10x3,Turcia,"Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia(PROD: Nobel Almaty Pharmaceutical Factory JSC, Kazahstan; ,Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",27830,27.05.2022,B01AF01,9220802005,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723006,Rivaroxia,20 mg,comp. film.,N 14x2,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,TAD Pharma GmbH, Germania; )",26957,05.07.2021,B01AF01,9210701163,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723007,Faroxaban,20 mg,comp. film.,N7x4,India,"Omnicals Pharma Private Limited, India(PROD: Vivimed Labs Limited, India; )",28700,28.11.2022,B01AF01,9221102369,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723011,POLVAROX,20 mg,comprimate filmate,N28,Polonia,"Pharmaceutical Works Polpharma S.A., Polonia(PROD: Pharmaceutical Works Polpharma S.A., Polonia; )",29105,26.05.2023,B01AF01,9241203597,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723012,Enkia,20 mg,comp. film.,N7x4,Cipru,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",30347,31.07.2024,B01AF01,9240803331,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723009,Xanirva,20 mg,capsule,N98,Cehia,"Zentiva k.s., Cehia(PROD: Pharmadox Healthcare Ltd., Malta; ,Zentiva SA, România; )",28811,29.12.2022,B01AF01,9230102450,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723010,Kardatuxan®,20 mg,comprimate filmate,N14x2,Ungaria,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter Polska Sp z.o.o, Polonia; )",29433,30.11.2023,B01AF01,9231203070,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,072,RIVAROXABANUM,20,0723008,Rivaroxaban-LF,20 mg,comp. film.,N10x3,Republica Belarus,"Lekpharm SRL, Republica Belarus(PROD: Lekpharm SRL, Republica Belarus; )",29208,19.07.2023,B01AF01,9230702821,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,5,0611001,Romazic,5 mg,comp. film.,N10x3,Polonia,"Pharmaceutical Works Polpharma S.A., Polonia",27545,28.02.2022,C10AA07,1808010721,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,5,0611003,Roswera® 5 mg,5 mg,comp. film.,N10x3,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",28657,01.11.2022,C10AA07,1808010385,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,5,0611004,Mertenil® ,5 mg,comp. film.,N10x3,Ungaria,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",27125,2021-08-26 00:00:00,C10AA07,1808010248,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,5,0611006,Rosuvastatina STADA,5 mg,comp. film.,N7x4,Spania,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",27878,2022-05-27 00:00:00,C10AA07,9220501833,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,5,0611007,Ultrox® ,5 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",28662,01.11.2022,C10AA07,9221102345,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612001,Rosulip®,10 mg,comp. film.,N7X4,Ungaria,"Egis Pharmaceuticals PLC, Ungaria(PROD: Egis Pharmaceuticals PLC, Ungaria; )",25181,2018-12-05 00:00:00,C10AA07,1808010558,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612003,Romazic,10 mg,comp. film.,N10x3,Polonia,"Pharmaceutical Works Polpharma S.A., Polonia",27546,28.02.2022,C10AA07,1808010754,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612004,Rosucard® 10 mg,10 mg,comp. film.,N10x3,Cehia,"Zentiva k.s., Cehia(PROD: Zentiva k.s., Cehia; )",27281,2021-11-01 00:00:00,C10AA07,1808010271,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612004,Rosucard® 10 mg,10 mg,comp. film.,N15x2,Cehia,"Zentiva k.s., Cehia(PROD: Zentiva k.s., Cehia; )",27281,01.11.2021,C10AA07,9211101398,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612007,Rosuvastatin-LF,10 mg,comp. film.,N10x3,Republica Belarus,"Lekpharm SRL, Republica Belarus(PROD: Lekpharm SRL, Republica Belarus; )",25510,2019-04-26 00:00:00,C10AA07,1808011201,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612008,Roswera® 10 mg,10 mg,comp. film.,N10x3,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",28654,01.11.2022,C10AA07,1808010330,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612009,Mertenil® ,10 mg,comp. film.,N10x3,Ungaria,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",27126,2021-08-26 00:00:00,C10AA07,1808010215,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612012,Rosuvastatina STADA,10 mg,comp. film.,N7x4,Spania,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",27879,27.05.2022,C10AA07,9220501832,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612013,Rosunor,10 mg,comp. film.,N14x2,Spania,"LABORATORIOS NORMON, S.A., Spania(PROD: LABORATORIOS NORMON, S.A., Spania; )",27750,06.05.2022,C10AA07,9220501793,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612014,Ultrox® ,10 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",28663,01.11.2022,C10AA07,9221102349,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612015,Rovastin-BP,10 mg,comp. film.,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29001,31.03.2023,C10AA07,9230402635,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612016,Zetor,10 mg,comp. film.,N10x3,Georgia,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",30483,28.10.2024,C10AA07,9241003456,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,10,0612011,Rovastamed,10 mg,comp. film.,N14x2,Cipru,"Medochemie Ltd, Cipru",26899,05.07.2021,C10AA07,9210701148,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613001,Rosulip®,20 mg,comp. film.,N7X4,Ungaria,"Egis Pharmaceuticals PLC, Ungaria(PROD: Egis Pharmaceuticals PLC, Ungaria; )",25182,2018-12-05 00:00:00,C10AA07,1808010525,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613003,Romazic,20 mg,comp. film.,N10x3,Polonia,"Pharmaceutical Works Polpharma S.A., Polonia",27547,28.02.2022,C10AA07,1808010743,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613004,Rosucard® 20 mg,20 mg,comp. film.,N10x3,Cehia,"Zentiva k.s., Cehia(PROD: Zentiva k.s., Cehia; )",27282,2021-11-01 00:00:00,C10AA07,1808010307,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613007,Rosuvastatin-LF,20 mg,comp. film.,N10x3,Republica Belarus,"Lekpharm SRL, Republica Belarus(PROD: Lekpharm SRL, Republica Belarus; )",25511,2019-04-26 00:00:00,C10AA07,1808011186,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613008,Roswera® 20 mg,20 mg,comp. film.,N10x3,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; )",28656,01.11.2022,C10AA07,1808010352,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613009,Mertenil® ,20 mg,comp. film.,N10x3,Ungaria,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",27127,2021-08-26 00:00:00,C10AA07,1808010226,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613011,Rosuvastatina STADA,20 mg,comp. film.,N7x4,Spania,"Laboratorio STADA, S.L., Spania(PROD: Stada Arzneimittel AG, Germania; )",27880,27.05.2022,C10AA07,9220501831,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613012,Ultrox® ,20 mg,comp. film.,N14x2,Turcia,"Nobel Ilac Sanayii Ve Ticaret A.Ş., Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",28664,01.11.2022,C10AA07,9221102351,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613013,Rovastin-BP,20 mg,comp. film.,N10x3,Republica Moldova,"SC Balkan Pharmaceuticals SRL, Republica Moldova(PROD: SC Balkan Pharmaceuticals SRL, Republica Moldova; )",29002,31.03.2023,C10AA07,9230402636,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,061,ROSUVASTATINUM,20,0613014,Zetor,20 mg,comp. film.,N10x3,Georgia,"GM Pharmaceuticals Ltd. , Georgia(PROD: GM Pharmaceuticals Ltd., Georgia; )",30482,28.10.2024,C10AA07,9241003455,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,1-50,0581001,Seretide® Diskus®,50 mcg + 100 mcg/doză,pulb. de inhalat,60 doze N1,Marea Britanie,"Glaxo Wellcome UK Ltd (prod.: Aspen Bad Oldesloe GmbH, Germania; Glaxo Operation UK Ltd. T/A Glaxo Wellcome Operations, Marea Britanie; Glaxo Wellcome Production, Franţa) ",28120,25.08.2022,R03AK06,1909110023,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,1-50,0581002,Everio Airmaster,50 mcg + 100 mcg/doză,pulb. de inhalat unidoză,60 doze N1,Cehia,"Zentiva k.s., Cehia(PROD: Oy Medfiles Ltd., Finlanda; )",28029,04.08.2022,R03AK06,9220801965,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,2-50,0582001,Seretide® Diskus®,50 mcg + 250 mcg/doză,pulb. de inhalat,60 doze N1,Marea Britanie,"Glaxo Wellcome UK Ltd (prod.: Aspen Bad Oldesloe GmbH, Germania; Glaxo Operation UK Ltd. T/A Glaxo Wellcome Operations, Marea Britanie; Glaxo Wellcome Production, Franţa) ",28121,25.08.2022,R03AK06,1909110034,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,2-50,0582002,AirFluSal® Forspiro® 50 mcg/250 mcg/doză,50 mcg + 250 mcg/doză,pulb. de inhalat,60 doze N1,Slovenia,"Sandoz Pharmaceuticals  d.d., Slovenia(PROD: Aeropharm GmbH, Germania; )",26134,2020-04-30 00:00:00,R03AK06,9200500427,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,2-50,0582003,Everio Airmaster,50 mcg + 250 mcg/doză,pulb. de inhalat unidoză,60 doze N1,Cehia,"Zentiva k.s., Cehia(PROD: Oy Medfiles Ltd., Finlanda; )",28030,04.08.2022,R03AK06,9220801966,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,3-50,0583001,Seretide® Diskus®,50 mcg + 500 mcg/doză,pulb. de inhalat,60 doze N1,Marea Britanie,"Glaxo Wellcome UK Ltd (prod.: Aspen Bad Oldesloe GmbH, Germania; Glaxo Operation UK Ltd. T/A Glaxo Wellcome Operations, Marea Britanie; Glaxo Wellcome Production, Franţa) ",28122,25.08.2022,R03AK06,1909110045,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,3-50,0583002,AirFluSal® Forspiro® 50 mcg/500 mcg/doză,50 mcg + 500 mcg/doză,pulb. de inhalat,N1 (60 doze),Slovenia,"Sandoz Pharmaceuticals  d.d., Slovenia(PROD: Aeropharm GmbH, Germania; )",26135,2020-04-30 00:00:00,R03AK06,9200500426,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,3-50,0583003,Everio Airmaster,50 mcg + 500 mcg/doză,pulb. de inhalat unidoză,60 doze N1,Cehia,"Zentiva k.s., Cehia(PROD: Oy Medfiles Ltd., Finlanda; )",28031,04.08.2022,R03AK06,9220801964,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,5-50,0585003,Respiro,25 mcg + 250 mcg,suspensie de inhalat presurizată,120 doze N1,Turcia,"Deva Holding A.Ş. , Turcia(PROD: Deva Holding A.Ş., Turcia; )",29530,01.03.2024,R03AK06,9240303172,False,Partial,,
Pentru tratamentul maladiilor respiratorii,058,SALMETEROLUM+FLUTICASONUM,5-50,0585002,Pefsal,25 mcg + 250 mcg,suspensie de inhalat presurizată,120 doze N1,Turcia,"World Medicine Ilac San.ve Tic. A.Ș., Turcia(PROD: World Medicine Ilac San.ve Tic. A.Ș., Turcia; )",29328,02.10.2023,R03AK06,1909110090,False,Partial,,
Pentru tratamentul diabetului zaharat,717,SITAGLIPTINUM,100,7171001,Januvia,100 mg,comp. film.,N14x2,Elveția,"Merck Sharp & Dohme IDEA GmbH, Elveţia(PROD: Merck Sharp&Dohme Limited, Marea Britanie; )",27266,2021-11-01 00:00:00,A10BH01,1909280023,False,Partial,,
Pentru tratamentul diabetului zaharat,717,SITAGLIPTINUM,100,7171002,Sitagliptin Grindeks,100 mg,comp. film.,N14x4,Letonia,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",29056,03.05.2023,A10BH01,9230502700,False,Partial,,
Pentru tratamentul diabetului zaharat,717,SITAGLIPTINUM,100,7171004,Jazeta Novum,100 mg,comp. film.,N14x2,Republica Cehă,"Zentiva k.s., Republica Cehă(PROD: Zentiva k.s., Republica Cehă; )",30581,24.01.2025,A10BH01,9250103632,False,Partial,,
Pentru tratamentul diabetului zaharat,717,SITAGLIPTINUM,100,7171003,Asiglia®,100 mg,comp. film.,N14x2,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,TAD Pharma GmbH, Germania; )",29358,31.10.2023,A10BH01,9231103000,False,Partial,,
Pentru tratamentul diabetului zaharat,717,SITAGLIPTINUM,100,7171005,Jidinum,100 mg,comp. film.,N10x3,Cipru,"Medochemie Ltd, Cipru(PROD: Medochemie Ltd, Cipru; )",30466,28.10.2024,A10BH01,9241003483,False,Partial,,
Pentru tratamentul diabetului zaharat,088,SITAGLIPTINUM+METFORMINUM,1-50,0881001,Sitagliptin/Metformin Grindeks,50 mg/1000 mg,comprimate filmate,N14x4,Letonia,"Grindeks SA, Letonia(PROD: Grindeks SA, Letonia; )",29575,04.04.2024,A10BD07,9240403213,False,Partial,,
Pentru tratamentul diabetului zaharat,088,SITAGLIPTINUM+METFORMINUM,1-50,0881002,Asiglia® Met,50 mg/1000 mg,comprimate filmate,N14x4 ,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,TAD Pharma GmbH, Germania; )",30583,03.02.2025,A10BD07,9250203689,False,Partial,,
Pentru tratamentul diabetului zaharat,718,LINAGLIPTINUM,5,7181001,Linavus,5 mg,comprimate filmate,N10x3,Siria,"Hama Pharma, Siria(PROD: Hama Pharma, Siria; )",29461,22.12.2023,A10BH05,9231203091,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,012,SPIRONOLACTONUM,25,0121003,Verospiron,25 mg,comp.,N20,Ungaria,Gedeon Richter PLC,24835,2018-07-31 00:00:00,C03DA01,1900300025,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,012,SPIRONOLACTONUM,25,0121009,Spironolacton-BP,25 mg,comp.,N10x3,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27584,28.02.2022,C03DA01,9220301583,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,012,SPIRONOLACTONUM,25,0121010,Spylacton ,25 mg,comp.film,N20,Georgia,"World Medicine Ltd, Georgia(PROD: World Medicine Ilac San.ve Tic. A.Ș., Turcia; )",24993,2018-10-29 00:00:00,C03DA01,1900300357,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,012,SPIRONOLACTONUM,50,0122009,Verospiron,50 mg,caps.,N10x3,Ungaria,Gedeon Richter PLC,24834,2018-07-31 00:00:00,C03DA01,1900300036,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,012,SPIRONOLACTONUM,50,0122010,Spironolacton-BP,50 mg,comp.,N10x3,Republica Moldova,"Balkan Pharmaceuticals SRL, SC",27585,28.02.2022,C03DA01,9220301582,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,012,SPIRONOLACTONUM,50,0122012,Spylacton,50 mg,comp. film.,N20,Georgia,"World Medicine Ltd, Georgia(PROD: World Medicine Ilac San.ve Tic. A.Ș., Turcia; )",24994,2018-10-29 00:00:00,C03DA01,1900300346,False,Partial,,
Pentru tratamentul hiperplaziei benigne de prostată,080,TAMSULOSINUM,0.4,0801001,Fokusin®,"0,4 mg",capsule cu eliberare modificată,N15x2,Cehia,"Zentiva k.s., Cehia(PROD: S.C. Zentiva S.A., România; )",27456,27.12.2021,G04CA02,9211201504,False,Partial,,
Pentru tratamentul hiperplaziei benigne de prostată,080,TAMSULOSINUM,0.4,0801002,Proflosin®,"0,4 mg",capsule cu eliberare modificată,N10x3,Luxemburg,"Menarini International Operations Luxembourg SA, Luxemburg(PROD: A. Menarini Manufacturing Logistics & Services SRL, Italia; ,Menarini-Von Heyden GmbH, Germania; ,Quinta-Analytica sro, Cehia; ,Synthon BV, Olanda; ,Synthon Hispania SL, Spania; )",26308,22.07.2020,G04CA02,2005170054,False,Partial,,
Pentru tratamentul hiperplaziei benigne de prostată,080,TAMSULOSINUM,0.4,0801002,Proflosin®,"0,4 mg",capsule cu eliberare modificată,N10x10,Luxemburg,"Menarini International Operations Luxembourg SA, Luxemburg(PROD: A. Menarini Manufacturing Logistics & Services SRL, Italia; ,Menarini-Von Heyden GmbH, Germania; ,Quinta-Analytica sro, Cehia; ,Synthon BV, Olanda; ,Synthon Hispania SL, Spania; )",26308,22.07.2020,G04CA02,2005170043,False,Partial,,
Pentru tratamentul hiperplaziei benigne de prostată,080,TAMSULOSINUM,0.4,0801003,Tamidra®,"0,4 mg",capsule cu eliberare modificată,N10x3,Turcia,"Nobel Ilac Pazarlama ve Sanayii Ltd. Şti, Turcia(PROD: Nobel Ilac Sanayii ve Ticaret A.Ş., Turcia; )",30373,31.07.2024,G04CA02,2007940200,False,Partial,,
Pentru tratamentul hiperplaziei benigne de prostată,080,TAMSULOSINUM,0.4,0801004,Tamsol®,"0,4 mg",capsule cu eliberare modificată,N10x3,Ungaria,"Gedeon Richter PLC, Ungaria(PROD: Gedeon Richter PLC, Ungaria; )",27935,27.06.2022,G04CA02,2007940026,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,40,0571002,Tezeo 40 mg,40 mg,comprimate,N10x3,Cehia,"Zentiva k.s. (prod.: S.C. Zentiva S,A,, , -; Zentiva k.s., Cehia) ",25381,2019-03-06 00:00:00,C09CA07,2008650106,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,40,0571003,Tiregis®,40 mg,comp. film.,N7x4,Ungaria,"Egis Pharmaceuticals PLC (prod.: Glenmark Generics Limited , India; Glenmark Pharmaceuticals s.r.o., Cehia) ",25329,2019-02-07 00:00:00,C09CA07,2008650081,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,40,0571005,Tolura®,40 mg,comprimate,N7x4,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,KRKA Polska Sp. z.o.o., Polonia; )",28933,27.02.2023,C09CA07,9230202560,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,40,0571006,Hypotel®,40 mg,comprimate,N14x2,Ucraina,"Gladpharm SRL, Ucraina(PROD: Kusum Pharm SRL, Ucraina; )",28190,08.09.2022,C09CA07,9220902238,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,80,0572001,Tiregis®,80 mg,comp. film.,N7x4,Ungaria,"Egis Pharmaceuticals PLC (prod.: Glenmark Generics Limited , India; Glenmark Pharmaceuticals s.r.o., Cehia) ",25330,2019-02-07 00:00:00,C09CA07,2008650092,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,80,0572002,Tezeo 80 mg,80 mg,comprimate,N10x3,Cehia,"Zentiva k.s. (prod.: S.C. Zentiva S,A,, , -; Zentiva k.s., Cehia) ",25382,2019-03-06 00:00:00,C09CA07,2008650128,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,80,0572005,Tolura®,80 mg,comprimate,N7x4,Slovenia,"KRKA d.d., Novo mesto, Slovenia(PROD: KRKA d.d., Novo mesto, Slovenia; ,KRKA Polska Sp. z.o.o., Polonia; )",28934,27.02.2023,C09CA07,9230202561,False,Partial,,
Pentru tratamentul maladiilor cardiovasculare,057,TELMISARTANUM,80,0572006,Hypotel®,80 mg,comprimate,N14x2,Ucraina,"Gladpharm SRL, Ucraina(PROD: Kusum Pharm SRL, Ucraina; )",28191,08.09.2022,C09CA07,9220902233,False,Partial,,
Pentru tratamentul bolilor endocrine,044,THIAMAZOLUM,5,0441001,Thyrozol®,5 mg,comp. film.,N10x5,Germania,Merck KGaA,24610,18.05.2018,H03AA01,2000250164,False,Partial,,
Pentru tratamentul bolilor endocrine,044,THIAMAZOLUM,5,0441001,Thyrozol®,5 mg,comp. film.,N25x2,Germania,Merck KGaA,24610,18.05.2018,H03AA01,9230102429,False,Partial,,
